Número interno de finca MOVE;Región/ Zona o cooperativa;Técnico a cargo;Nombre productor;Municipio;Departamento
6558;XXXX;XXX;FADFBA;XXX;XX
6559;XXXX;YYY;FDSBSDF;XXX;XX
6560;XXXX;KKK;DFGN;XXX;XX
6561;XXXX;ÑÑÑ;SNBGS;XXX;XX
6562;XXXX;PPP;XXX;XXX;XX
6563;XXXX;QQQ;FADFBA;XXX;XX
6564;XXXX;XXX;FDSBSDF;XXX;XX
6566;XXXX;YYY;DFGN;XXX;XX
6567;XXXX;KKK;SNBGS;XXX;XX
6568;XXXX;ÑÑÑ;XXX;XXX;XX
6569;XXXX;PPP;FADFBA;XXX;XX
6571;XXXX;QQQ;FDSBSDF;XXX;XX
6572;XXXX;XXX;DFGN;XXX;XX
6573;XXXX;YYY;SNBGS;XXX;XX
6574;XXXX;KKK;XXX;XXX;XX
6576;XXXX;ÑÑÑ;FADFBA;XXX;XX
6577;XXXX;PPP;FDSBSDF;XXX;XX
6580;XXXX;QQQ;DFGN;XXX;XX
6581;XXXX;XXX;SNBGS;XXX;XX
6582;XXXX;YYY;XXX;XXX;XX
6583;XXXX;KKK;FADFBA;XXX;XX
6584;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6587;XXXX;PPP;DFGN;XXX;XX
6589;XXXX;QQQ;SNBGS;XXX;XX
6591;XXXX;XXX;XXX;XXX;XX
6592;XXXX;YYY;FADFBA;XXX;XX
6593;XXXX;KKK;FDSBSDF;XXX;XX
6594;XXXX;ÑÑÑ;DFGN;XXX;XX
6596;XXXX;PPP;SNBGS;XXX;XX
6599;XXXX;QQQ;XXX;XXX;XX
6600;XXXX;XXX;FADFBA;XXX;XX
6601;XXXX;YYY;FDSBSDF;XXX;XX
6602;XXXX;KKK;DFGN;XXX;XX
6603;XXXX;ÑÑÑ;SNBGS;XXX;XX
6604;XXXX;PPP;XXX;XXX;XX
6605;XXXX;QQQ;FADFBA;XXX;XX
6606;XXXX;XXX;FDSBSDF;XXX;XX
6607;XXXX;YYY;DFGN;XXX;XX
6609;XXXX;KKK;SNBGS;XXX;XX
6611;XXXX;ÑÑÑ;XXX;XXX;XX
6612;XXXX;PPP;FADFBA;XXX;XX
6614;XXXX;QQQ;FDSBSDF;XXX;XX
6616;XXXX;XXX;DFGN;XXX;XX
6617;XXXX;YYY;SNBGS;XXX;XX
6618;XXXX;KKK;XXX;XXX;XX
6619;XXXX;ÑÑÑ;FADFBA;XXX;XX
6630;XXXX;PPP;FDSBSDF;XXX;XX
6631;XXXX;QQQ;DFGN;XXX;XX
6633;XXXX;XXX;SNBGS;XXX;XX
6635;XXXX;YYY;XXX;XXX;XX
6638;XXXX;KKK;FADFBA;XXX;XX
6640;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6641;XXXX;PPP;DFGN;XXX;XX
6642;XXXX;QQQ;SNBGS;XXX;XX
6647;XXXX;XXX;XXX;XXX;XX
6648;XXXX;YYY;FADFBA;XXX;XX
6649;XXXX;KKK;FDSBSDF;XXX;XX
6650;XXXX;ÑÑÑ;DFGN;XXX;XX
6651;XXXX;PPP;SNBGS;XXX;XX
6652;XXXX;QQQ;XXX;XXX;XX
6653;XXXX;XXX;FADFBA;XXX;XX
6654;XXXX;YYY;FDSBSDF;XXX;XX
6656;XXXX;KKK;DFGN;XXX;XX
6658;XXXX;ÑÑÑ;SNBGS;XXX;XX
6659;XXXX;PPP;XXX;XXX;XX
6662;XXXX;QQQ;FADFBA;XXX;XX
6663;XXXX;XXX;FDSBSDF;XXX;XX
6664;XXXX;YYY;DFGN;XXX;XX
6666;XXXX;KKK;SNBGS;XXX;XX
6669;XXXX;ÑÑÑ;XXX;XXX;XX
6670;XXXX;PPP;FADFBA;XXX;XX
6671;XXXX;QQQ;FDSBSDF;XXX;XX
6672;XXXX;XXX;DFGN;XXX;XX
6674;XXXX;YYY;SNBGS;XXX;XX
6678;XXXX;KKK;XXX;XXX;XX
6679;XXXX;ÑÑÑ;FADFBA;XXX;XX
6681;XXXX;PPP;FDSBSDF;XXX;XX
6682;XXXX;QQQ;DFGN;XXX;XX
6683;XXXX;XXX;SNBGS;XXX;XX
6684;XXXX;YYY;XXX;XXX;XX
6686;XXXX;KKK;FADFBA;XXX;XX
6687;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6688;XXXX;PPP;DFGN;XXX;XX
6690;XXXX;QQQ;SNBGS;XXX;XX
6691;XXXX;XXX;XXX;XXX;XX
6692;XXXX;YYY;FADFBA;XXX;XX
6693;XXXX;KKK;FDSBSDF;XXX;XX
6694;XXXX;ÑÑÑ;DFGN;XXX;XX
6695;XXXX;PPP;SNBGS;XXX;XX
6696;XXXX;QQQ;XXX;XXX;XX
6697;XXXX;XXX;FADFBA;XXX;XX
6698;XXXX;YYY;FDSBSDF;XXX;XX
6699;XXXX;KKK;DFGN;XXX;XX
6700;XXXX;ÑÑÑ;SNBGS;XXX;XX
6701;XXXX;PPP;XXX;XXX;XX
6702;XXXX;QQQ;FADFBA;XXX;XX
6703;XXXX;XXX;FDSBSDF;XXX;XX
6704;XXXX;YYY;DFGN;XXX;XX
6705;XXXX;KKK;SNBGS;XXX;XX
6706;XXXX;ÑÑÑ;XXX;XXX;XX
6707;XXXX;PPP;FADFBA;XXX;XX
6709;XXXX;QQQ;FDSBSDF;XXX;XX
6710;XXXX;XXX;DFGN;XXX;XX
6711;XXXX;YYY;SNBGS;XXX;XX
6712;XXXX;KKK;XXX;XXX;XX
6714;XXXX;ÑÑÑ;FADFBA;XXX;XX
6717;XXXX;PPP;FDSBSDF;XXX;XX
6718;XXXX;QQQ;DFGN;XXX;XX
6719;XXXX;XXX;SNBGS;XXX;XX
6720;XXXX;YYY;XXX;XXX;XX
6721;XXXX;KKK;FADFBA;XXX;XX
6723;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6724;XXXX;PPP;DFGN;XXX;XX
6725;XXXX;QQQ;SNBGS;XXX;XX
6726;XXXX;XXX;XXX;XXX;XX
6727;XXXX;YYY;FADFBA;XXX;XX
6728;XXXX;KKK;FDSBSDF;XXX;XX
6729;XXXX;ÑÑÑ;DFGN;XXX;XX
6731;XXXX;PPP;SNBGS;XXX;XX
6732;XXXX;QQQ;XXX;XXX;XX
6734;XXXX;XXX;FADFBA;XXX;XX
6736;XXXX;YYY;FDSBSDF;XXX;XX
6737;XXXX;KKK;DFGN;XXX;XX
6738;XXXX;ÑÑÑ;SNBGS;XXX;XX
6742;XXXX;PPP;XXX;XXX;XX
6744;XXXX;QQQ;FADFBA;XXX;XX
6745;XXXX;XXX;FDSBSDF;XXX;XX
6747;XXXX;YYY;DFGN;XXX;XX
6748;XXXX;KKK;SNBGS;XXX;XX
6749;XXXX;ÑÑÑ;XXX;XXX;XX
6751;XXXX;PPP;FADFBA;XXX;XX
6752;XXXX;QQQ;FDSBSDF;XXX;XX
6753;XXXX;XXX;DFGN;XXX;XX
6754;XXXX;YYY;SNBGS;XXX;XX
6755;XXXX;KKK;XXX;XXX;XX
6756;XXXX;ÑÑÑ;FADFBA;XXX;XX
6757;XXXX;PPP;FDSBSDF;XXX;XX
6758;XXXX;QQQ;DFGN;XXX;XX
6759;XXXX;XXX;SNBGS;XXX;XX
6760;XXXX;YYY;XXX;XXX;XX
6761;XXXX;KKK;FADFBA;XXX;XX
6762;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6763;XXXX;PPP;DFGN;XXX;XX
6764;XXXX;QQQ;SNBGS;XXX;XX
6769;XXXX;XXX;XXX;XXX;XX
6770;XXXX;YYY;FADFBA;XXX;XX
6771;XXXX;KKK;FDSBSDF;XXX;XX
6772;XXXX;ÑÑÑ;DFGN;XXX;XX
6773;XXXX;PPP;SNBGS;XXX;XX
6774;XXXX;QQQ;XXX;XXX;XX
6776;XXXX;XXX;FADFBA;XXX;XX
6779;XXXX;YYY;FDSBSDF;XXX;XX
6780;XXXX;KKK;DFGN;XXX;XX
6781;XXXX;ÑÑÑ;SNBGS;XXX;XX
6782;XXXX;PPP;XXX;XXX;XX
6783;XXXX;QQQ;FADFBA;XXX;XX
6790;XXXX;XXX;FDSBSDF;XXX;XX
6791;XXXX;YYY;DFGN;XXX;XX
6792;XXXX;KKK;SNBGS;XXX;XX
6793;XXXX;ÑÑÑ;XXX;XXX;XX
6795;XXXX;PPP;FADFBA;XXX;XX
6799;XXXX;QQQ;FDSBSDF;XXX;XX
6800;XXXX;XXX;DFGN;XXX;XX
6801;XXXX;YYY;SNBGS;XXX;XX
6802;XXXX;KKK;XXX;XXX;XX
6803;XXXX;ÑÑÑ;FADFBA;XXX;XX
6805;XXXX;PPP;FDSBSDF;XXX;XX
6807;XXXX;QQQ;DFGN;XXX;XX
6811;XXXX;XXX;SNBGS;XXX;XX
6813;XXXX;YYY;XXX;XXX;XX
6814;XXXX;KKK;FADFBA;XXX;XX
6815;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6816;XXXX;PPP;DFGN;XXX;XX
6817;XXXX;QQQ;SNBGS;XXX;XX
6818;XXXX;XXX;XXX;XXX;XX
6819;XXXX;YYY;FADFBA;XXX;XX
6820;XXXX;KKK;FDSBSDF;XXX;XX
6821;XXXX;ÑÑÑ;DFGN;XXX;XX
6822;XXXX;PPP;SNBGS;XXX;XX
6823;XXXX;QQQ;XXX;XXX;XX
6824;XXXX;XXX;FADFBA;XXX;XX
6825;XXXX;YYY;FDSBSDF;XXX;XX
6826;XXXX;KKK;DFGN;XXX;XX
6827;XXXX;ÑÑÑ;SNBGS;XXX;XX
6828;XXXX;PPP;XXX;XXX;XX
6829;XXXX;QQQ;FADFBA;XXX;XX
6830;XXXX;XXX;FDSBSDF;XXX;XX
6831;XXXX;YYY;DFGN;XXX;XX
6832;XXXX;KKK;SNBGS;XXX;XX
6834;XXXX;ÑÑÑ;XXX;XXX;XX
6836;XXXX;PPP;FADFBA;XXX;XX
6837;XXXX;QQQ;FDSBSDF;XXX;XX
6838;XXXX;XXX;DFGN;XXX;XX
6839;XXXX;YYY;SNBGS;XXX;XX
6840;XXXX;KKK;XXX;XXX;XX
6841;XXXX;ÑÑÑ;FADFBA;XXX;XX
6842;XXXX;PPP;FDSBSDF;XXX;XX
6843;XXXX;QQQ;DFGN;XXX;XX
6844;XXXX;XXX;SNBGS;XXX;XX
6845;XXXX;YYY;XXX;XXX;XX
6846;XXXX;KKK;FADFBA;XXX;XX
6847;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6848;XXXX;PPP;DFGN;XXX;XX
6849;XXXX;QQQ;SNBGS;XXX;XX
6850;XXXX;XXX;XXX;XXX;XX
6851;XXXX;YYY;FADFBA;XXX;XX
6852;XXXX;KKK;FDSBSDF;XXX;XX
6853;XXXX;ÑÑÑ;DFGN;XXX;XX
6856;XXXX;PPP;SNBGS;XXX;XX
6857;XXXX;QQQ;XXX;XXX;XX
6860;XXXX;XXX;FADFBA;XXX;XX
6863;XXXX;YYY;FDSBSDF;XXX;XX
6864;XXXX;KKK;DFGN;XXX;XX
6865;XXXX;ÑÑÑ;SNBGS;XXX;XX
6866;XXXX;PPP;XXX;XXX;XX
6867;XXXX;QQQ;FADFBA;XXX;XX
6870;XXXX;XXX;FDSBSDF;XXX;XX
6871;XXXX;YYY;DFGN;XXX;XX
6872;XXXX;KKK;SNBGS;XXX;XX
6873;XXXX;ÑÑÑ;XXX;XXX;XX
6874;XXXX;PPP;FADFBA;XXX;XX
6875;XXXX;QQQ;FDSBSDF;XXX;XX
6876;XXXX;XXX;DFGN;XXX;XX
6877;XXXX;YYY;SNBGS;XXX;XX
6878;XXXX;KKK;XXX;XXX;XX
6881;XXXX;ÑÑÑ;FADFBA;XXX;XX
6882;XXXX;PPP;FDSBSDF;XXX;XX
6883;XXXX;QQQ;DFGN;XXX;XX
6884;XXXX;XXX;SNBGS;XXX;XX
6885;XXXX;YYY;XXX;XXX;XX
6886;XXXX;KKK;FADFBA;XXX;XX
6888;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
6889;XXXX;PPP;DFGN;XXX;XX
6890;XXXX;QQQ;SNBGS;XXX;XX
6892;XXXX;XXX;XXX;XXX;XX
6893;XXXX;YYY;FADFBA;XXX;XX
6894;XXXX;KKK;FDSBSDF;XXX;XX
6895;XXXX;ÑÑÑ;DFGN;XXX;XX
6896;XXXX;PPP;SNBGS;XXX;XX
6897;XXXX;QQQ;XXX;XXX;XX
6898;XXXX;XXX;FADFBA;XXX;XX
6899;XXXX;YYY;FDSBSDF;XXX;XX
6900;XXXX;KKK;DFGN;XXX;XX
6901;XXXX;ÑÑÑ;SNBGS;XXX;XX
6902;XXXX;PPP;XXX;XXX;XX
6903;XXXX;QQQ;FADFBA;XXX;XX
6904;XXXX;XXX;FDSBSDF;XXX;XX
6905;XXXX;YYY;DFGN;XXX;XX
6907;XXXX;KKK;SNBGS;XXX;XX
6908;XXXX;ÑÑÑ;XXX;XXX;XX
6909;XXXX;PPP;FADFBA;XXX;XX
6910;XXXX;QQQ;FDSBSDF;XXX;XX
6911;XXXX;XXX;DFGN;XXX;XX
6912;XXXX;YYY;SNBGS;XXX;XX
6913;XXXX;KKK;XXX;XXX;XX
6914;XXXX;ÑÑÑ;FADFBA;XXX;XX
6915;XXXX;PPP;FDSBSDF;XXX;XX
6916;XXXX;QQQ;DFGN;XXX;XX
6917;XXXX;XXX;SNBGS;XXX;XX
6918;XXXX;YYY;XXX;XXX;XX
6919;XXXX;KKK;FADFBA;XXX;XX
7064;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7065;XXXX;PPP;DFGN;XXX;XX
7072;XXXX;QQQ;SNBGS;XXX;XX
7073;XXXX;XXX;XXX;XXX;XX
7074;XXXX;YYY;FADFBA;XXX;XX
7075;XXXX;KKK;FDSBSDF;XXX;XX
7076;XXXX;ÑÑÑ;DFGN;XXX;XX
7079;XXXX;PPP;SNBGS;XXX;XX
7080;XXXX;QQQ;XXX;XXX;XX
7081;XXXX;XXX;FADFBA;XXX;XX
7083;XXXX;YYY;FDSBSDF;XXX;XX
7085;XXXX;KKK;DFGN;XXX;XX
7086;XXXX;ÑÑÑ;SNBGS;XXX;XX
7087;XXXX;PPP;XXX;XXX;XX
7089;XXXX;QQQ;FADFBA;XXX;XX
7090;XXXX;XXX;FDSBSDF;XXX;XX
7091;XXXX;YYY;DFGN;XXX;XX
7092;XXXX;KKK;SNBGS;XXX;XX
7093;XXXX;ÑÑÑ;XXX;XXX;XX
7094;XXXX;PPP;FADFBA;XXX;XX
7095;XXXX;QQQ;FDSBSDF;XXX;XX
7096;XXXX;XXX;DFGN;XXX;XX
7097;XXXX;YYY;SNBGS;XXX;XX
7098;XXXX;KKK;XXX;XXX;XX
7099;XXXX;ÑÑÑ;FADFBA;XXX;XX
7100;XXXX;PPP;FDSBSDF;XXX;XX
7101;XXXX;QQQ;DFGN;XXX;XX
7102;XXXX;XXX;SNBGS;XXX;XX
7103;XXXX;YYY;XXX;XXX;XX
7104;XXXX;KKK;FADFBA;XXX;XX
7105;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7106;XXXX;PPP;DFGN;XXX;XX
7107;XXXX;QQQ;SNBGS;XXX;XX
7108;XXXX;XXX;XXX;XXX;XX
7109;XXXX;YYY;FADFBA;XXX;XX
7110;XXXX;KKK;FDSBSDF;XXX;XX
7111;XXXX;ÑÑÑ;DFGN;XXX;XX
7112;XXXX;PPP;SNBGS;XXX;XX
7113;XXXX;QQQ;XXX;XXX;XX
7114;XXXX;XXX;FADFBA;XXX;XX
7115;XXXX;YYY;FDSBSDF;XXX;XX
7116;XXXX;KKK;DFGN;XXX;XX
7117;XXXX;ÑÑÑ;SNBGS;XXX;XX
7119;XXXX;PPP;XXX;XXX;XX
7120;XXXX;QQQ;FADFBA;XXX;XX
7121;XXXX;XXX;FDSBSDF;XXX;XX
7122;XXXX;YYY;DFGN;XXX;XX
7123;XXXX;KKK;SNBGS;XXX;XX
7124;XXXX;ÑÑÑ;XXX;XXX;XX
7125;XXXX;PPP;FADFBA;XXX;XX
7126;XXXX;QQQ;FDSBSDF;XXX;XX
7127;XXXX;XXX;DFGN;XXX;XX
7128;XXXX;YYY;SNBGS;XXX;XX
7129;XXXX;KKK;XXX;XXX;XX
7130;XXXX;ÑÑÑ;FADFBA;XXX;XX
7131;XXXX;PPP;FDSBSDF;XXX;XX
7132;XXXX;QQQ;DFGN;XXX;XX
7133;XXXX;XXX;SNBGS;XXX;XX
7135;XXXX;YYY;XXX;XXX;XX
7136;XXXX;KKK;FADFBA;XXX;XX
7137;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7138;XXXX;PPP;DFGN;XXX;XX
7139;XXXX;QQQ;SNBGS;XXX;XX
7140;XXXX;XXX;XXX;XXX;XX
7141;XXXX;YYY;FADFBA;XXX;XX
7142;XXXX;KKK;FDSBSDF;XXX;XX
7143;XXXX;ÑÑÑ;DFGN;XXX;XX
7144;XXXX;PPP;SNBGS;XXX;XX
7145;XXXX;QQQ;XXX;XXX;XX
7146;XXXX;XXX;FADFBA;XXX;XX
7147;XXXX;YYY;FDSBSDF;XXX;XX
7148;XXXX;KKK;DFGN;XXX;XX
7149;XXXX;ÑÑÑ;SNBGS;XXX;XX
7150;XXXX;PPP;XXX;XXX;XX
7151;XXXX;QQQ;FADFBA;XXX;XX
7152;XXXX;XXX;FDSBSDF;XXX;XX
7153;XXXX;YYY;DFGN;XXX;XX
7154;XXXX;KKK;SNBGS;XXX;XX
7155;XXXX;ÑÑÑ;XXX;XXX;XX
7156;XXXX;PPP;FADFBA;XXX;XX
7157;XXXX;QQQ;FDSBSDF;XXX;XX
7158;XXXX;XXX;DFGN;XXX;XX
7159;XXXX;YYY;SNBGS;XXX;XX
7160;XXXX;KKK;XXX;XXX;XX
7161;XXXX;ÑÑÑ;FADFBA;XXX;XX
7162;XXXX;PPP;FDSBSDF;XXX;XX
7163;XXXX;QQQ;DFGN;XXX;XX
7165;XXXX;XXX;SNBGS;XXX;XX
7166;XXXX;YYY;XXX;XXX;XX
7167;XXXX;KKK;FADFBA;XXX;XX
7168;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7169;XXXX;PPP;DFGN;XXX;XX
7170;XXXX;QQQ;SNBGS;XXX;XX
7171;XXXX;XXX;XXX;XXX;XX
7172;XXXX;YYY;FADFBA;XXX;XX
7173;XXXX;KKK;FDSBSDF;XXX;XX
7174;XXXX;ÑÑÑ;DFGN;XXX;XX
7175;XXXX;PPP;SNBGS;XXX;XX
7176;XXXX;QQQ;XXX;XXX;XX
7177;XXXX;XXX;FADFBA;XXX;XX
7178;XXXX;YYY;FDSBSDF;XXX;XX
7180;XXXX;KKK;DFGN;XXX;XX
7181;XXXX;ÑÑÑ;SNBGS;XXX;XX
7182;XXXX;PPP;XXX;XXX;XX
7184;XXXX;QQQ;FADFBA;XXX;XX
7185;XXXX;XXX;FDSBSDF;XXX;XX
7186;XXXX;YYY;DFGN;XXX;XX
7187;XXXX;KKK;SNBGS;XXX;XX
7188;XXXX;ÑÑÑ;XXX;XXX;XX
7189;XXXX;PPP;FADFBA;XXX;XX
7190;XXXX;QQQ;FDSBSDF;XXX;XX
7191;XXXX;XXX;DFGN;XXX;XX
7192;XXXX;YYY;SNBGS;XXX;XX
7193;XXXX;KKK;XXX;XXX;XX
7194;XXXX;ÑÑÑ;FADFBA;XXX;XX
7196;XXXX;PPP;FDSBSDF;XXX;XX
7197;XXXX;QQQ;DFGN;XXX;XX
7198;XXXX;XXX;SNBGS;XXX;XX
7199;XXXX;YYY;XXX;XXX;XX
7200;XXXX;KKK;FADFBA;XXX;XX
7201;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7203;XXXX;PPP;DFGN;XXX;XX
7204;XXXX;QQQ;SNBGS;XXX;XX
7207;XXXX;XXX;XXX;XXX;XX
7211;XXXX;YYY;FADFBA;XXX;XX
7214;XXXX;KKK;FDSBSDF;XXX;XX
7215;XXXX;ÑÑÑ;DFGN;XXX;XX
7216;XXXX;PPP;SNBGS;XXX;XX
7217;XXXX;QQQ;XXX;XXX;XX
7220;XXXX;XXX;FADFBA;XXX;XX
7221;XXXX;YYY;FDSBSDF;XXX;XX
7223;XXXX;KKK;DFGN;XXX;XX
7224;XXXX;ÑÑÑ;SNBGS;XXX;XX
7226;XXXX;PPP;XXX;XXX;XX
7227;XXXX;QQQ;FADFBA;XXX;XX
7228;XXXX;XXX;FDSBSDF;XXX;XX
7229;XXXX;YYY;DFGN;XXX;XX
7230;XXXX;KKK;SNBGS;XXX;XX
7231;XXXX;ÑÑÑ;XXX;XXX;XX
7232;XXXX;PPP;FADFBA;XXX;XX
7235;XXXX;QQQ;FDSBSDF;XXX;XX
7238;XXXX;XXX;DFGN;XXX;XX
7239;XXXX;YYY;SNBGS;XXX;XX
7240;XXXX;KKK;XXX;XXX;XX
7242;XXXX;ÑÑÑ;FADFBA;XXX;XX
7243;XXXX;PPP;FDSBSDF;XXX;XX
7244;XXXX;QQQ;DFGN;XXX;XX
7245;XXXX;XXX;SNBGS;XXX;XX
7246;XXXX;YYY;XXX;XXX;XX
7247;XXXX;KKK;FADFBA;XXX;XX
7249;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7250;XXXX;PPP;DFGN;XXX;XX
7252;XXXX;QQQ;SNBGS;XXX;XX
7253;XXXX;XXX;XXX;XXX;XX
7254;XXXX;YYY;FADFBA;XXX;XX
7255;XXXX;KKK;FDSBSDF;XXX;XX
7256;XXXX;ÑÑÑ;DFGN;XXX;XX
7257;XXXX;PPP;SNBGS;XXX;XX
7258;XXXX;QQQ;XXX;XXX;XX
7259;XXXX;XXX;FADFBA;XXX;XX
7260;XXXX;YYY;FDSBSDF;XXX;XX
7261;XXXX;KKK;DFGN;XXX;XX
7262;XXXX;ÑÑÑ;SNBGS;XXX;XX
7263;XXXX;PPP;XXX;XXX;XX
7264;XXXX;QQQ;FADFBA;XXX;XX
7265;XXXX;XXX;FDSBSDF;XXX;XX
7266;XXXX;YYY;DFGN;XXX;XX
7267;XXXX;KKK;SNBGS;XXX;XX
7268;XXXX;ÑÑÑ;XXX;XXX;XX
7269;XXXX;PPP;FADFBA;XXX;XX
7270;XXXX;QQQ;FDSBSDF;XXX;XX
7271;XXXX;XXX;DFGN;XXX;XX
7272;XXXX;YYY;SNBGS;XXX;XX
7273;XXXX;KKK;XXX;XXX;XX
7274;XXXX;ÑÑÑ;FADFBA;XXX;XX
7275;XXXX;PPP;FDSBSDF;XXX;XX
7276;XXXX;QQQ;DFGN;XXX;XX
7277;XXXX;XXX;SNBGS;XXX;XX
7278;XXXX;YYY;XXX;XXX;XX
7279;XXXX;KKK;FADFBA;XXX;XX
7280;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7281;XXXX;PPP;DFGN;XXX;XX
7282;XXXX;QQQ;SNBGS;XXX;XX
7283;XXXX;XXX;XXX;XXX;XX
7284;XXXX;YYY;FADFBA;XXX;XX
7285;XXXX;KKK;FDSBSDF;XXX;XX
7286;XXXX;ÑÑÑ;DFGN;XXX;XX
7287;XXXX;PPP;SNBGS;XXX;XX
7288;XXXX;QQQ;XXX;XXX;XX
7289;XXXX;XXX;FADFBA;XXX;XX
7290;XXXX;YYY;FDSBSDF;XXX;XX
7291;XXXX;KKK;DFGN;XXX;XX
7292;XXXX;ÑÑÑ;SNBGS;XXX;XX
7293;XXXX;PPP;XXX;XXX;XX
7294;XXXX;QQQ;FADFBA;XXX;XX
7295;XXXX;XXX;FDSBSDF;XXX;XX
7296;XXXX;YYY;DFGN;XXX;XX
7298;XXXX;KKK;SNBGS;XXX;XX
7299;XXXX;ÑÑÑ;XXX;XXX;XX
7300;XXXX;PPP;FADFBA;XXX;XX
7301;XXXX;QQQ;FDSBSDF;XXX;XX
7302;XXXX;XXX;DFGN;XXX;XX
7305;XXXX;YYY;SNBGS;XXX;XX
7306;XXXX;KKK;XXX;XXX;XX
7307;XXXX;ÑÑÑ;FADFBA;XXX;XX
7309;XXXX;PPP;FDSBSDF;XXX;XX
7310;XXXX;QQQ;DFGN;XXX;XX
7311;XXXX;XXX;SNBGS;XXX;XX
7312;XXXX;YYY;XXX;XXX;XX
7315;XXXX;KKK;FADFBA;XXX;XX
7316;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7317;XXXX;PPP;DFGN;XXX;XX
7319;XXXX;QQQ;SNBGS;XXX;XX
7320;XXXX;XXX;XXX;XXX;XX
7321;XXXX;YYY;FADFBA;XXX;XX
7322;XXXX;KKK;FDSBSDF;XXX;XX
7323;XXXX;ÑÑÑ;DFGN;XXX;XX
7324;XXXX;PPP;SNBGS;XXX;XX
7325;XXXX;QQQ;XXX;XXX;XX
7326;XXXX;XXX;FADFBA;XXX;XX
7328;XXXX;YYY;FDSBSDF;XXX;XX
7329;XXXX;KKK;DFGN;XXX;XX
7330;XXXX;ÑÑÑ;SNBGS;XXX;XX
7331;XXXX;PPP;XXX;XXX;XX
7332;XXXX;QQQ;FADFBA;XXX;XX
7333;XXXX;XXX;FDSBSDF;XXX;XX
7334;XXXX;YYY;DFGN;XXX;XX
7336;XXXX;KKK;SNBGS;XXX;XX
7337;XXXX;ÑÑÑ;XXX;XXX;XX
7338;XXXX;PPP;FADFBA;XXX;XX
7339;XXXX;QQQ;FDSBSDF;XXX;XX
7340;XXXX;XXX;DFGN;XXX;XX
7341;XXXX;YYY;SNBGS;XXX;XX
7342;XXXX;KKK;XXX;XXX;XX
7343;XXXX;ÑÑÑ;FADFBA;XXX;XX
7344;XXXX;PPP;FDSBSDF;XXX;XX
7345;XXXX;QQQ;DFGN;XXX;XX
7347;XXXX;XXX;SNBGS;XXX;XX
7348;XXXX;YYY;XXX;XXX;XX
7349;XXXX;KKK;FADFBA;XXX;XX
7350;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7351;XXXX;PPP;DFGN;XXX;XX
7353;XXXX;QQQ;SNBGS;XXX;XX
7354;XXXX;XXX;XXX;XXX;XX
7355;XXXX;YYY;FADFBA;XXX;XX
7356;XXXX;KKK;FDSBSDF;XXX;XX
7358;XXXX;ÑÑÑ;DFGN;XXX;XX
7361;XXXX;PPP;SNBGS;XXX;XX
7362;XXXX;QQQ;XXX;XXX;XX
7363;XXXX;XXX;FADFBA;XXX;XX
7364;XXXX;YYY;FDSBSDF;XXX;XX
7365;XXXX;KKK;DFGN;XXX;XX
7366;XXXX;ÑÑÑ;SNBGS;XXX;XX
7367;XXXX;PPP;XXX;XXX;XX
7368;XXXX;QQQ;FADFBA;XXX;XX
7369;XXXX;XXX;FDSBSDF;XXX;XX
7371;XXXX;YYY;DFGN;XXX;XX
7372;XXXX;KKK;SNBGS;XXX;XX
7373;XXXX;ÑÑÑ;XXX;XXX;XX
7374;XXXX;PPP;FADFBA;XXX;XX
7375;XXXX;QQQ;FDSBSDF;XXX;XX
7376;XXXX;XXX;DFGN;XXX;XX
7377;XXXX;YYY;SNBGS;XXX;XX
7378;XXXX;KKK;XXX;XXX;XX
7379;XXXX;ÑÑÑ;FADFBA;XXX;XX
7381;XXXX;PPP;FDSBSDF;XXX;XX
7382;XXXX;QQQ;DFGN;XXX;XX
7384;XXXX;XXX;SNBGS;XXX;XX
7385;XXXX;YYY;XXX;XXX;XX
7386;XXXX;KKK;FADFBA;XXX;XX
7387;XXXX;ÑÑÑ;FDSBSDF;XXX;XX
7388;XXXX;PPP;DFGN;XXX;XX
7389;XXXX;QQQ;SNBGS;XXX;XX
7390;XXXX;XXX;XXX;XXX;XX
7391;XXXX;YYY;FADFBA;XXX;XX
7392;XXXX;KKK;FDSBSDF;XXX;XX
7396;XXXX;ÑÑÑ;DFGN;XXX;XX
7398;XXXX;PPP;SNBGS;XXX;XX
7399;XXXX;QQQ;XXX;XXX;XX
